Index	Moves	MoveID	CanUseMove	FType	FQuality	FCategory	FPower	FAccuracy	FPP	FPriority	FHitMin	FHitMax	FInflict	FInflictPercent	FRawInflictCount	FTurnMin	FTurnMax	FCritStage	FFlinch	FEffectSequence	FRecoil	FRawHealing	FRawTarget	FStat1	FStat2	FStat3	FStat1Stage	FStat2Stage	FStat3Stage	FStat1Percent	FStat2Percent	FStat3Percent	FStat1Duration	FStat2Duration	FStat3Duration	GigantamaxPower	Flag_MakesContact	Flag_Charge	Flag_Recharge	Flag_Protect	Flag_Reflectable	Flag_Snatch	Flag_Mirror	Flag_Punch	Flag_Sound	Flag_Gravity	Flag_Defrost	Flag_DistanceTriple	Flag_Heal	Flag_IgnoreSubstitute	Flag_FailSkyBattle	Flag_AnimateAlly	Flag_Dance	Flag_Metronome	SplinterModifier	Status_Fixated	Status_Obscured	Status_ObscuredDuration	Status_Primed	Status_PrimedDuration	Status_PrimedPercent	Status_StanceSwap	Status_StanceSwapDuration	Status_FutureCrit	Status_FutureCritDuration	Status_FutureCritStage	Flag_CureDrowsy	Flag_CureFrostbite	DamagePercentStatused	CanStyle	ActSpeedModUser	ActSpeedModUserAgile	ActSpeedModUserStrong	ActSpeedModTarget	ActSpeedModTargetAgile	AgilePower	AgileRawHealing	AgileTurnMax	AgileEffectDuration	AgileStatChangeDuration	StrongPower	StrongAccuracy	StrongCritStage	StrongInflictPercent	StrongStat1Percent	StrongTurnMax	StrongEffectDuration	StrongStatChangeDuration	StrongRecoil	StrongRawHealing	StrongSplinterModifier	Type	Quality	Category	Power	Accuracy	PP	Priority	HitMin	HitMax	Inflict	InflictPercent	TurnMin	TurnMax	CritStage	Flinch	EffectSequence	Recoil	Stat1	Stat2	Stat3	Stat1Stage	Stat2Stage	Stat3Stage	Stat1Percent	Stat2Percent	Stat3Percent	InflictCount	Healing	Target
388	Worry Seed	388	False	11	13	0	0	100	10	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	0	0	100	10	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
389	Sucker Punch	389	False	16	0	1	70	100	5	1	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	70	100	5	1	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
390	Toxic Spikes	390	False	3	11	0	0	101	20	0	0	0	0	0	0	0	0	0	0	249	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	101	20	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	None	None	SideOpponent
391	Heart Swap	391	False	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	True	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
392	Aqua Ring	392	False	10	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	251	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	0	0	101	20	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	None	None	Self
393	Magnet Rise	393	False	12	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	252	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	0	0	101	10	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	None	None	Self
394	Flare Blitz	394	True	9	4	1	100	100	5	0	0	0	4	20	2	3	3	0	0	253	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	True	0	1	0	0	5	0	3	80	0	2	0	0	120	100	0	40	0	4	0	0	-50	0	0	9	4	1	100	100	5	0	0	0	4	20	3	3	0	0	253	223	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
395	Force Palm	395	False	1	4	1	60	100	10	0	0	0	1	30	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	60	100	10	0	0	0	1	30	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	Permanent	None	AnyExceptSelf
396	Aura Sphere	396	True	1	0	2	80	101	10	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	0	100	101	0	0	0	0	0	0	0	0	0	1	0	2	80	101	10	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
397	Rock Polish	397	False	5	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	52	0	0	7	5	0	0	2	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	101	20	0	0	0	0	0	0	0	0	0	52	0	5	0	0	2	0	0	0	0	0	None	None	Self
398	Poison Jab	398	True	3	4	1	80	100	10	0	0	0	5	30	2	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	2	0	0	100	100	0	50	0	4	0	0	0	0	0	3	4	1	80	100	10	0	0	0	5	30	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
399	Dark Pulse	399	True	16	0	2	80	101	10	0	0	0	0	0	0	0	0	0	20	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	0	100	101	0	0	0	0	0	0	0	0	0	16	0	2	80	101	10	0	0	0	0	0	0	0	0	20	17	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
400	Night Slash	400	True	16	0	1	70	100	15	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	55	0	0	0	0	85	100	2	0	0	0	0	0	0	0	0	16	0	1	70	100	15	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
401	Aqua Tail	401	True	10	0	1	85	90	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	65	0	0	0	0	105	100	0	0	0	0	0	0	0	0	0	10	0	1	85	90	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
402	Seed Bomb	402	False	11	0	1	80	100	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	80	100	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
403	Air Slash	403	True	2	0	2	75	95	10	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	3	5	60	0	0	0	0	90	100	0	0	0	0	0	0	0	0	0	2	0	2	75	95	10	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
404	X-Scissor	404	True	6	0	1	80	100	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	0	100	100	2	0	0	0	0	0	0	0	0	6	0	1	80	100	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
405	Bug Buzz	405	True	6	6	2	80	100	10	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	-1	0	0	20	0	0	3	0	0	130	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	2	100	100	0	0	40	0	0	4	0	0	0	6	6	2	80	100	10	0	0	0	0	0	0	0	0	0	72	0	4	0	0	-1	0	0	20	0	0	None	None	AnyExceptSelf
406	Dragon Pulse	406	True	15	0	2	80	101	10	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	0	100	101	0	0	0	0	0	0	0	0	0	15	0	2	80	101	10	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
407	Dragon Rush	407	False	15	0	1	100	75	10	0	0	0	0	0	0	0	0	0	20	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	100	75	10	0	0	0	0	0	0	0	0	20	31	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
408	Power Gem	408	True	5	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	5	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
409	Drain Punch	409	True	1	8	1	75	100	10	0	0	0	0	0	0	0	0	0	0	3	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	True	False	False	False	False	True	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	0	90	100	0	0	0	0	0	0	75	0	0	1	8	1	75	100	10	0	0	0	0	0	0	0	0	0	3	50	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
410	Vacuum Wave	410	False	1	0	2	40	100	30	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	40	100	30	1	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
411	Focus Blast	411	False	1	6	2	120	70	5	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	-1	0	0	10	0	0	0	0	0	95	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	120	70	5	0	0	0	0	0	0	0	0	0	72	0	4	0	0	-1	0	0	10	0	0	None	None	AnyExceptSelf
412	Energy Ball	412	True	11	6	2	80	100	10	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	-1	0	0	20	0	0	3	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	2	100	100	0	0	40	0	0	4	0	0	0	11	6	2	80	100	10	0	0	0	0	0	0	0	0	0	72	0	4	0	0	-1	0	0	20	0	0	None	None	AnyExceptSelf
413	Brave Bird	413	True	2	0	1	100	100	5	0	0	0	0	0	0	0	0	0	0	198	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	80	0	0	0	0	120	100	0	0	0	0	0	0	-50	0	0	2	0	1	100	100	5	0	0	0	0	0	0	0	0	0	198	223	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
414	Earth Power	414	True	4	6	2	80	100	10	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	-1	0	0	20	0	0	3	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	2	100	100	0	0	40	0	0	4	0	0	0	4	6	2	80	100	10	0	0	0	0	0	0	0	0	0	72	0	4	0	0	-1	0	0	20	0	0	None	None	AnyExceptSelf
415	Switcheroo	415	False	16	13	0	0	100	10	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	0	0	100	10	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
416	Giga Impact	416	True	0	0	1	120	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	True	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	5	2	8	0	3	100	0	0	0	0	150	95	0	0	0	0	0	0	0	0	0	0	0	1	120	90	5	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
417	Nasty Plot	417	True	16	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	53	0	0	7	3	0	0	1	0	0	0	0	0	5	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	-3	-4	5	0	0	0	0	0	0	4	0	101	0	0	0	0	0	7	0	0	0	16	2	0	0	101	20	0	0	0	0	0	0	0	0	0	53	0	3	0	0	1	0	0	0	0	0	None	None	Self
418	Bullet Punch	418	True	8	0	1	40	100	20	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	-4	-4	2	0	3	30	0	0	0	0	50	100	0	0	0	0	0	0	0	0	0	8	0	1	40	100	20	1	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
419	Avalanche	419	False	14	0	1	60	100	10	-4	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	60	100	10	-4	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
420	Ice Shard	420	True	14	0	1	40	100	20	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	-4	-4	2	0	3	30	0	0	0	0	50	100	0	0	0	0	0	0	0	0	0	14	0	1	40	100	20	1	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
421	Shadow Claw	421	True	7	0	1	70	100	15	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	55	0	0	0	0	85	100	2	0	0	0	0	0	0	0	0	7	0	1	70	100	15	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
422	Thunder Fang	422	True	12	4	1	65	95	15	0	0	0	1	20	2	3	3	0	10	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	3	5	50	0	2	0	0	80	100	0	40	0	4	0	0	0	0	0	12	4	1	65	95	15	0	0	0	1	20	3	3	0	10	275	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
423	Ice Fang	423	True	14	4	1	65	95	15	0	0	0	7	20	2	3	3	0	10	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	3	5	50	0	2	0	0	80	100	0	40	0	4	0	0	0	0	0	14	4	1	65	95	15	0	0	0	7	20	3	3	0	10	274	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
424	Fire Fang	424	True	9	4	1	65	95	15	0	0	0	4	20	2	3	3	0	10	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	3	5	50	0	2	0	0	80	100	0	40	0	4	0	0	0	0	0	9	4	1	65	95	15	0	0	0	4	20	3	3	0	10	273	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
425	Shadow Sneak	425	True	7	0	1	40	100	20	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	-4	-4	2	0	3	30	0	0	0	0	50	100	0	0	0	0	0	0	0	0	0	7	0	1	40	100	20	1	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
426	Mud Bomb	426	True	4	0	2	65	85	15	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	1	3	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	50	0	0	2	0	80	95	0	0	0	0	4	0	0	0	0	4	0	2	65	85	15	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
427	Psycho Cut	427	True	13	0	1	70	100	15	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	55	0	0	0	0	85	100	2	0	0	0	0	0	0	0	0	13	0	1	70	100	15	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
428	Zen Headbutt	428	True	13	0	1	80	90	10	0	0	0	0	0	0	0	0	0	20	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	3	5	60	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	13	0	1	80	90	10	0	0	0	0	0	0	0	0	20	31	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
429	Mirror Shot	429	False	8	6	2	65	85	10	0	0	0	0	0	0	0	0	0	0	73	0	0	0	6	0	0	-1	0	0	30	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	2	65	85	10	0	0	0	0	0	0	0	0	0	73	0	6	0	0	-1	0	0	30	0	0	None	None	AnyExceptSelf
430	Flash Cannon	430	True	8	6	2	80	100	10	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	-1	0	0	20	0	0	3	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	2	100	100	0	0	40	0	0	4	0	0	0	8	6	2	80	100	10	0	0	0	0	0	0	0	0	0	72	0	4	0	0	-1	0	0	20	0	0	None	None	AnyExceptSelf
431	Rock Climb	431	False	0	4	1	90	85	20	0	0	0	8	20	2	2	5	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	90	85	20	0	0	0	8	20	2	5	0	0	76	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
432	Defog	432	False	2	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	101	15	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
433	Trick Room	433	False	13	10	0	0	101	5	-7	0	0	0	0	0	0	0	0	0	259	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	101	5	-7	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	None	None	SideAll
434	Draco Meteor	434	True	15	7	2	110	90	5	0	0	0	0	0	0	0	0	0	0	204	0	0	0	3	0	0	-1	0	0	100	0	0	3	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	90	0	0	0	3	130	100	0	0	100	0	0	3	0	0	0	15	7	2	110	90	5	0	0	0	0	0	0	0	0	0	204	0	3	0	0	-1	0	0	100	0	0	None	None	AnyExceptSelf
435	Discharge	435	False	12	4	2	80	100	15	0	0	0	1	30	1	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	2	80	100	15	0	0	0	1	30	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	Permanent	None	AllAdjacent
436	Lava Plume	436	False	9	4	2	80	100	15	0	0	0	4	30	1	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	2	80	100	15	0	0	0	4	30	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	Permanent	None	AllAdjacent
437	Leaf Storm	437	True	11	7	2	110	90	5	0	0	0	0	0	0	0	0	0	0	204	0	0	0	3	0	0	-1	0	0	100	0	0	3	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	90	0	0	0	3	130	100	0	0	100	0	0	3	0	0	0	11	7	2	110	90	5	0	0	0	0	0	0	0	0	0	204	0	3	0	0	-1	0	0	100	0	0	None	None	AnyExceptSelf
