valid_flag	id	monsno	form_index	form_max	color	gra_no	basic_hp	basic_atk	basic_def	basic_agi	basic_spatk	basic_spdef	type1	type2	get_rate	rank	exp_value	item1	item2	item3	sex	egg_birth	initial_friendship	egg_group1	egg_group2	grow	tokusei1	tokusei2	tokusei3	give_exp	height	weight	chihou_zukan_no	machine1	machine2	machine3	machine4	hiden_machine	egg_monsno	egg_formno	egg_formno_kawarazunoishi	egg_form_inherit_kawarazunoishi
1	290	290	0	1	7	290	31	45	90	40	30	30	6	4	255	1	16	0	237	0	127	15	50	3	3	1	14	14	50	53	50	55	0	2820998144	572525200	306380832	0	0	290	0	0	0
1	291	291	0	1	2	291	61	90	45	160	50	50	6	2	120	2	128	0	0	0	127	15	50	3	3	1	3	3	151	160	80	120	0	2821014528	572795536	323159080	1	0	290	0	0	0
1	292	292	0	1	5	292	1	90	45	40	30	30	6	7	45	2	2	0	0	0	255	15	50	10	10	1	25	25	25	83	80	12	0	2821014528	840968848	307429417	0	0	290	0	0	0
1	293	293	0	1	9	293	64	51	23	28	51	23	0	0	190	1	1	0	0	0	127	20	50	1	5	3	43	43	155	48	60	163	0	2686662164	41949734	37879808	0	0	293	0	0	0
1	294	294	0	1	1	294	84	71	43	48	71	43	0	0	120	2	2	0	0	0	127	20	50	1	5	3	43	43	113	126	100	405	0	3793960468	42081126	2185658368	2	0	293	0	0	0
1	295	295	0	1	1	295	104	91	63	68	91	73	0	0	45	3	3	0	0	0	127	20	50	1	5	3	43	43	113	245	150	840	0	3793976852	42605414	3259400328	10	0	293	0	0	0
1	296	296	0	1	2	296	72	60	30	25	20	30	1	1	180	1	1	0	241	0	63	20	50	8	8	2	47	62	125	47	100	864	0	3456304769	42474048	3259924480	10	0	296	0	0	0
1	297	297	0	1	5	297	144	120	60	50	40	60	1	1	200	2	2	0	221	0	63	20	50	8	8	2	47	62	125	166	230	2538	0	3456321153	46668352	3259924554	10	0	296	0	0	0
1	298	298	0	1	1	298	50	20	40	20	20	40	0	17	150	1	1	0	0	0	191	10	50	15	15	4	47	37	157	38	20	20	124	2151920196	33626624	1111621632	4	0	298	0	0	0
1	299	299	0	1	7	299	30	45	135	30	45	90	5	5	255	1	16	0	242	0	127	20	50	10	10	0	5	42	159	75	100	970	0	2207321088	2181046098	2185660752	2	0	299	0	0	0
1	300	300	0	1	9	300	50	45	45	50	35	35	0	0	255	1	64	0	0	0	191	15	50	5	6	4	56	96	147	52	60	110	0	2850764300	1124080130	41029922	0	0	300	0	0	0
1	301	301	0	1	6	301	70	65	65	90	55	55	0	0	60	2	65	0	0	0	191	15	50	5	6	4	56	96	147	140	110	326	0	2850780684	1124080130	2188513578	2	0	300	0	0	0
1	302	302	0	1	6	302	50	75	75	50	65	65	16	7	45	2	20	0	265	0	127	25	35	8	8	3	51	100	158	133	50	110	0	4229106701	1518353346	307917347	2	0	302	0	0	0
1	303	303	0	1	4	303	50	85	85	50	55	55	8	17	45	2	20	0	278	0	127	20	50	5	6	4	52	22	125	133	60	115	0	3760413697	61348732	2254621770	2	0	303	0	0	0
1	304	304	0	1	7	304	50	70	100	30	40	40	8	5	180	1	16	0	238	0	127	35	35	1	1	5	5	69	134	66	40	600	0	2319647764	33561298	2454095889	2	0	304	0	0	0
1	305	305	0	1	7	305	60	90	140	40	50	50	8	5	90	2	32	0	238	0	127	35	35	1	1	5	5	69	134	151	90	1200	0	2319647764	33561298	2454095953	2	0	304	0	0	0
1	306	306	0	1	7	306	70	110	180	50	60	60	8	5	45	3	48	0	238	0	127	35	35	1	1	5	5	69	134	265	210	3600	0	3420683287	109583094	3594963419	10	0	304	0	0	0
1	307	307	0	1	1	307	30	40	55	60	40	55	1	13	180	1	64	0	0	0	127	20	50	8	8	0	74	74	140	56	60	112	86	4093871753	176691777	2189070372	2	0	307	0	0	0
1	308	308	0	1	0	308	60	60	75	80	60	75	1	13	90	2	128	0	0	0	127	20	50	8	8	0	74	74	140	144	130	315	87	4093888137	177740353	2189070380	2	0	307	0	0	0
1	309	309	0	1	3	309	40	45	40	65	65	40	12	12	120	1	64	0	0	0	127	20	50	5	5	5	9	31	58	59	60	152	0	2177073168	50347526	2185371936	0	0	309	0	0	0
1	310	310	0	1	2	310	70	75	60	105	105	60	12	12	45	2	128	0	0	0	127	20	50	5	5	5	9	31	58	166	150	402	0	2177089552	50478598	2185371944	0	0	309	0	0	0
1	311	311	0	1	2	311	60	50	40	95	85	75	12	12	200	2	64	0	0	0	127	20	50	6	6	0	57	57	31	142	40	42	0	2177073152	1132502530	39977248	0	0	311	0	0	0
1	312	312	0	1	2	312	60	40	50	95	75	85	12	12	200	2	64	0	0	0	127	20	50	6	6	0	58	58	10	142	40	42	0	2177073152	1132469762	39977248	0	0	312	0	0	0
1	313	313	0	1	7	313	65	73	75	85	47	85	6	6	150	2	64	0	213	0	0	15	50	3	8	1	35	68	158	151	70	177	0	3786900485	595868290	54661408	0	0	313	0	0	0
1	314	314	0	1	6	314	65	47	75	85	73	85	6	6	150	2	64	0	213	0	254	15	50	3	8	2	12	110	158	151	60	177	0	3786900485	595868290	54661408	0	0	314	0	0	0
1	315	315	0	1	3	315	50	60	45	65	100	80	11	3	150	2	512	0	245	0	127	20	50	6	7	3	30	38	102	140	30	20	26	2687960352	34609672	308941856	0	0	315	0	0	0
1	316	316	0	1	3	316	70	43	53	40	43	53	3	3	225	1	1	155	158	0	127	20	50	11	11	2	64	60	82	60	40	103	0	2686653732	2181044746	2186412032	2	0	316	0	0	0
1	317	317	0	1	6	317	100	73	83	55	73	83	3	3	75	2	2	155	158	0	127	20	50	11	11	2	64	60	82	163	170	800	0	2720224548	2181044746	2186674184	2	0	316	0	0	0
1	318	318	0	1	0	318	45	90	20	65	65	20	10	16	225	1	4	0	226	0	127	20	35	12	12	5	24	24	3	61	80	208	0	2147694660	37829376	1111646210	4	0	318	0	0	0
1	319	319	0	1	1	319	70	120	40	95	95	40	10	16	60	2	8	0	226	0	127	20	35	12	12	5	24	24	3	161	180	888	0	2181265492	37829440	3259916426	6	0	318	0	0	0
1	320	320	0	1	1	320	130	70	35	60	70	35	10	10	125	1	1	0	0	0	127	40	50	5	12	2	41	12	46	80	200	1300	0	2181247060	37820992	3259367552	6	0	320	0	0	0
1	321	321	0	1	1	321	170	90	45	60	90	45	10	10	60	2	2	0	0	0	127	40	50	5	12	2	41	12	46	175	1450	3980	0	2181263444	37820992	3259367560	6	0	320	0	0	0
1	322	322	0	1	2	322	60	60	40	35	65	45	9	4	255	1	256	0	0	0	127	20	50	5	5	0	12	86	20	61	70	240	0	2315322368	302127732	2185660416	2	0	322	0	0	0
1	323	323	0	1	0	323	70	100	70	40	105	75	9	4	150	2	260	0	0	0	127	20	50	5	5	0	40	116	83	161	190	2200	0	2317435920	2449611380	2252769368	2	0	322	0	0	0
1	324	324	0	1	5	324	70	85	140	20	85	70	9	9	90	2	32	0	249	0	127	20	50	5	5	0	73	70	75	165	50	804	0	2187412480	2449611372	2185661000	2	0	324	0	0	0
1	325	325	0	1	4	325	60	25	35	60	70	80	13	13	255	1	1024	0	0	0	127	20	50	5	5	4	47	20	82	66	70	306	0	2957216776	50379523	175247654	0	0	325	0	0	0
1	326	326	0	1	6	326	80	45	65	80	90	110	13	13	60	2	2048	0	0	0	127	20	50	5	5	4	47	20	82	165	90	715	0	4030974985	1268300547	175509806	0	0	325	0	0	0
1	327	327	0	1	5	327	60	60	60	60	60	60	0	0	255	2	256	0	0	0	127	15	50	5	8	4	20	77	126	126	110	50	0	4161472013	176208450	2320666660	2	0	327	0	0	0
1	328	328	0	1	5	328	45	100	45	10	45	45	4	4	255	1	4	0	237	0	127	20	50	3	14	3	52	71	125	58	70	150	0	2317698048	33561168	2185658368	2	0	328	0	0	0
1	329	329	0	1	3	329	50	70	50	70	50	50	4	15	120	2	68	0	0	0	127	20	50	3	14	3	26	26	26	119	110	153	0	2317698048	637819472	2739306496	3	8	328	0	0	0
1	330	330	0	1	3	330	80	100	80	100	80	80	4	15	45	3	132	0	0	0	127	20	50	3	14	3	26	26	26	260	200	820	0	2321892354	637819636	2739306568	3	8	328	0	0	0
1	331	331	0	1	3	331	50	85	40	35	85	40	11	11	190	1	256	0	288	0	127	20	35	7	8	3	8	8	11	67	40	513	0	3223651585	1250957840	308954146	0	0	331	0	0	0
1	332	332	0	1	3	332	70	115	60	55	115	60	11	16	60	2	260	0	288	0	127	20	35	7	8	3	8	8	11	166	130	774	0	3223667969	1251482128	2456437802	0	0	331	0	0	0
1	333	333	0	1	1	333	45	40	60	50	40	75	0	2	255	1	1024	0	0	0	127	20	50	4	14	1	30	30	13	62	40	12	0	2151355392	103053952	584192000	0	0	333	0	0	0
1	334	334	0	1	1	334	75	70	90	80	70	105	15	2	45	2	2048	0	0	0	127	20	50	4	14	1	30	30	13	172	110	206	0	2189120530	103053988	584454152	2	8	333	0	0	0
1	335	335	0	1	8	335	73	115	60	90	60	60	0	0	90	2	8	0	217	0	127	20	50	5	5	1	17	17	137	160	130	403	0	3924246037	44579558	2185987331	10	0	335	0	0	0
1	336	336	0	1	4	336	73	100	60	65	100	60	3	3	90	2	260	0	295	0	127	20	50	5	14	2	61	61	151	160	270	525	0	2319911936	33569292	2186232834	2	0	336	0	0	0
1	337	337	0	1	2	337	90	55	65	70	95	85	5	13	45	2	512	90	81	0	255	25	50	10	10	4	26	26	26	161	100	1680	0	2987126856	3271592529	175544956	0	0	337	0	0	0
1	338	338	0	1	0	338	90	95	85	70	55	65	5	13	45	2	8	90	80	0	255	25	50	10	10	4	26	26	26	161	120	1540	0	2989212680	2466417269	175545980	0	0	338	0	0	0
1	339	339	0	1	7	339	50	48	43	60	46	41	10	4	190	1	1	0	0	0	127	20	50	12	12	0	12	107	93	58	40	19	80	2181247044	33626704	1111883776	4	0	339	0	0	0
1	340	340	0	1	1	340	110	78	73	60	76	71	10	4	75	2	2	0	0	0	127	20	50	12	12	0	12	107	93	164	90	236	81	2181263428	33626704	3259400264	6	0	339	0	0	0
1	341	341	0	1	0	341	43	80	65	35	50	35	10	10	205	1	4	0	0	0	127	15	50	2	9	2	52	75	91	62	60	115	0	3355654212	44112584	3527640066	6	0	341	0	0	0
1	342	342	0	1	0	342	63	120	85	55	90	55	10	16	155	2	8	0	0	0	127	15	50	2	9	2	52	75	91	164	110	328	0	3355670596	1117854408	3527664778	6	0	341	0	0	0
1	343	343	0	1	5	343	40	40	55	55	40	70	4	13	255	1	1024	0	269	0	255	20	50	10	10	0	26	26	26	60	50	215	0	3124466696	2197850705	175544884	0	0	343	0	0	0
1	344	344	0	1	4	344	60	70	105	75	70	120	4	13	90	2	2048	0	269	0	255	20	50	10	10	0	26	26	26	175	150	1080	0	3124483080	3271592529	2323028604	2	0	343	0	0	0
1	345	345	0	1	6	345	66	41	77	23	61	87	5	11	45	1	1024	0	296	0	31	30	50	9	9	1	21	21	114	71	100	238	0	2149909760	38804056	40012848	0	0	345	0	0	0
1	346	346	0	1	3	346	86	81	97	43	81	107	5	11	45	2	2048	0	296	0	31	30	50	9	9	1	21	21	114	173	150	604	0	2317698304	38804056	2187758712	2	0	345	0	0	0
1	347	347	0	1	7	347	45	95	50	75	40	50	5	6	45	1	4	0	0	0	31	30	50	9	9	1	4	4	33	71	70	125	0	3355509764	39852752	306416656	2	0	347	0	0	0
1	348	348	0	1	7	348	75	125	100	45	70	80	5	6	45	2	8	0	0	0	31	30	50	9	9	1	4	4	33	173	150	682	0	3393274884	39852752	2521271385	2	0	347	0	0	0
1	349	349	0	1	5	349	20	15	20	80	10	55	10	10	255	1	64	0	0	0	127	20	50	2	14	1	33	12	91	40	60	74	138	2151919684	104929792	1111621632	4	0	349	0	0	0
1	350	350	0	1	9	350	95	60	79	81	100	125	10	10	60	2	2048	0	0	0	127	20	50	2	14	1	63	172	56	189	620	1620	139	2152460356	104929792	1111888008	4	0	349	0	0	0
1	351	351	521	4	7	351	70	70	70	70	70	70	0	0	45	2	1	243	243	0	127	25	50	6	11	0	59	59	59	147	30	8	0	2711828036	34683446	37884320	0	0	351	0	0	0
1	352	352	0	1	3	352	60	90	70	40	60	120	0	0	200	2	1024	0	0	0	127	20	50	5	5	3	16	16	168	154	100	220	0	3923981829	1266727654	2590152997	2	0	352	0	0	0
1	353	353	0	1	4	353	44	75	35	45	63	33	7	7	225	1	4	0	247	0	127	25	35	11	11	4	15	119	130	59	60	23	0	2979204104	318814978	173166882	0	0	353	0	0	0
1	354	354	0	1	4	354	64	115	65	65	83	63	7	7	45	2	8	0	247	0	127	25	35	11	11	4	15	119	130	159	110	125	0	2979220488	327203586	173166891	0	0	353	0	0	0
1	355	355	0	1	4	355	20	40	90	25	30	90	7	7	190	1	1024	0	247	0	127	25	35	11	11	4	26	26	119	59	80	150	0	2953001992	327203584	173166626	0	0	355	0	0	0
1	356	356	0	1	4	356	40	70	130	25	60	130	7	7	90	2	1040	0	247	0	127	25	35	11	11	4	46	46	119	159	160	306	0	4060314633	327203648	2320945194	2	0	355	0	0	0
1	357	357	0	1	3	357	99	68	83	51	72	87	11	2	200	2	2	0	0	0	127	25	50	1	7	5	34	94	139	161	200	1000	0	2184004880	101997184	2993030184	3	0	357	0	0	0
1	358	358	0	1	1	358	75	50	80	65	95	90	13	13	45	2	1280	0	224	0	127	25	50	11	11	4	26	26	26	159	60	10	83	2954595336	51419907	175247652	0	0	358	0	0	0
1	359	359	0	1	8	359	65	130	60	75	75	60	16	16	30	2	8	0	0	0	127	25	35	5	5	3	46	105	154	163	120	470	0	2713943116	320879606	2454975851	2	0	359	0	0	0
1	360	360	0	1	1	360	95	23	48	23	23	48	13	13	125	1	1	0	0	0	127	20	50	15	15	0	23	23	140	52	60	140	0	524288	0	0	0	0	360	0	0	0
1	361	361	0	1	7	361	50	50	50	50	50	50	14	14	190	1	1	0	0	0	127	20	50	6	10	0	39	115	141	60	70	168	0	2685120580	33561088	37879968	0	0	361	0	0	0
1	362	362	0	1	7	362	80	80	80	80	80	80	14	14	75	2	2	0	0	0	127	20	50	6	10	0	39	115	141	168	150	2565	0	2718693444	2181044992	38159018	0	0	361	0	0	0
1	363	363	0	1	1	363	70	40	50	25	55	50	14	10	255	1	1	0	0	0	127	20	50	2	5	3	47	115	12	58	80	395	0	2185441348	37755456	3259400192	6	0	363	0	0	0
1	364	364	0	1	1	364	90	60	70	45	75	70	14	10	120	2	2	0	0	0	127	20	50	2	5	3	47	115	12	144	110	876	0	2185441364	37755456	3259400192	6	0	363	0	0	0
1	365	365	0	1	1	365	110	80	90	65	95	90	14	10	45	3	3	0	0	0	127	20	50	2	5	3	47	115	12	265	140	1506	0	2185457748	37755456	3259401352	6	0	363	0	0	0
1	366	366	0	1	1	366	35	64	85	32	74	55	10	10	255	1	16	88	89	0	127	20	50	2	2	1	75	75	155	69	40	525	0	2147692612	37820928	1111621632	4	0	366	0	0	0
1	367	367	0	1	1	367	55	104	105	52	94	75	10	10	60	2	20	0	226	0	127	20	50	2	2	1	33	33	41	170	170	270	0	2147708996	37820992	1111621640	4	0	366	0	0	0
1	368	368	0	1	9	368	55	84	105	52	114	75	10	10	60	2	512	0	227	0	127	20	50	2	2	1	33	33	93	170	180	226	0	2953539652	37820928	1111625736	4	0	366	0	0	0
1	369	369	0	1	7	369	100	90	130	55	45	65	10	5	25	2	17	0	227	0	31	40	50	2	12	5	33	69	5	170	100	234	0	2181787724	37821008	1111922776	6	0	369	0	0	0
1	370	370	0	1	9	370	43	30	55	97	40	65	10	10	225	2	64	93	0	0	191	20	50	12	12	4	33	33	93	116	60	87	0	2148216900	37820928	1111625728	4	0	370	0	0	0
1	371	371	0	1	1	371	45	75	60	50	40	30	15	15	45	1	4	0	250	0	127	40	35	14	14	5	69	69	125	60	60	421	0	3221423122	100670180	2453831681	2	8	371	0	0	0
1	372	372	0	1	8	372	65	95	100	50	60	50	15	15	45	2	32	0	250	0	127	40	35	14	14	5	69	69	142	147	110	1105	0	3221423122	100670180	2453831681	2	8	371	0	0	0
1	373	373	0	1	1	373	95	135	80	100	110	80	15	2	45	3	12	0	250	0	127	40	35	14	14	5	22	22	153	300	150	1026	0	3259188242	100948708	2990964809	3	8	371	0	0	0
1	374	374	0	1	1	374	40	55	80	30	35	60	8	13	3	1	16	0	233	0	255	40	35	10	10	5	29	29	135	60	60	952	0	0	0	0	0	0	374	0	0	0
1	375	375	0	1	1	375	60	75	100	50	55	80	8	13	3	2	32	0	233	0	255	40	35	10	10	5	29	29	135	147	120	2025	0	4060333056	2181040857	2523306544	2	0	374	0	0	0
1	376	376	0	1	1	376	80	135	130	70	95	90	8	13	3	3	48	0	233	0	255	40	35	10	10	5	29	29	135	300	160	5500	0	4060333056	2181040857	2523306552	2	0	374	0	0	0
1	377	377	0	1	5	377	80	100	200	50	50	100	5	5	3	3	48	0	0	0	255	80	35	15	15	5	29	29	5	290	170	2300	0	3414770689	2340948562	2252773720	10	0	377	0	0	0
1	378	378	0	1	1	378	80	50	100	50	100	200	14	14	3	3	3072	0	0	0	255	80	35	15	15	5	29	29	115	290	180	1750	0	3280695361	2206730818	2252771736	10	0	378	0	0	0
1	379	379	0	1	7	379	80	75	150	50	75	150	8	8	3	3	1056	0	0	0	255	80	35	15	15	5	29	29	135	290	190	2050	0	3280684033	2206730962	2252773657	10	0	379	0	0	0
1	380	380	0	1	0	380	80	80	90	110	110	130	15	13	3	3	3072	0	0	0	254	120	90	15	15	5	26	26	26	300	140	400	0	3014382622	118774419	1920340265	5	8	380	0	0	0
1	381	381	0	1	1	381	80	90	80	110	130	110	15	13	3	3	768	0	0	0	0	120	90	15	15	5	26	26	26	300	200	600	0	3014382622	118774419	1920340265	5	8	381	0	0	0
1	382	382	0	1	1	382	100	100	90	90	150	140	10	10	3	3	768	0	0	0	255	120	0	15	15	5	2	2	2	335	450	3520	0	3280695388	37816898	3259404680	6	0	382	0	0	0
1	383	383	0	1	0	383	100	150	140	90	100	90	4	4	3	3	12	0	0	0	255	120	0	15	15	5	70	70	70	335	350	9500	0	3421062290	109710070	2454101337	10	0	383	0	0	0
1	384	384	0	1	3	384	105	150	90	95	150	90	15	2	45	3	264	0	0	0	255	120	0	15	15	5	76	76	76	340	700	2065	0	3286463638	110758646	3796277193	6	8	384	0	0	0
1	385	385	0	1	2	385	100	100	100	100	100	100	8	13	3	3	3	91	91	0	255	120	100	15	15	5	32	32	32	300	30	11	0	2979775500	194022035	259135788	0	0	385	0	0	0
1	386	386	524	4	0	386	50	150	50	150	150	50	13	13	3	3	324	0	0	0	255	120	0	15	15	5	46	46	46	300	170	608	0	4121680909	1268288451	2658851244	2	0	386	0	0	0
1	387	387	0	1	3	387	55	68	64	31	45	55	11	11	45	1	4	0	0	0	31	20	50	1	7	3	65	65	75	64	40	102	1	2154661632	34609665	2455899168	10	0	387	0	0	0
1	388	388	0	1	3	388	75	89	85	36	55	65	11	11	45	2	20	0	0	0	31	20	50	1	7	3	65	65	75	142	110	970	2	2154661632	34609665	2455899168	10	0	387	0	0	0
1	389	389	0	1	3	389	95	109	105	56	75	85	11	4	45	3	24	0	0	0	31	20	50	1	7	3	65	65	75	263	220	3100	3	2188232464	34609745	2456194168	10	1	387	0	0	0
1	390	390	0	1	5	390	44	58	44	61	58	44	9	9	45	1	64	0	0	0	31	20	50	5	8	3	66	66	89	62	50	62	4	3426815617	1384258468	2472676353	10	0	390	0	0	0
1	391	391	0	1	5	391	64	78	52	81	78	52	9	1	45	2	320	0	0	0	31	20	50	5	8	3	66	66	89	142	90	220	5	3426815617	1384782820	2473233409	10	0	390	0	0	0
1	392	392	0	1	5	392	76	104	71	108	104	71	9	1	45	3	324	0	0	0	31	20	50	5	8	3	66	66	89	267	120	550	6	3462483609	1384782820	2473495625	10	2	390	0	0	0
1	393	393	0	1	1	393	53	51	53	40	61	56	10	10	45	1	256	0	0	0	31	20	50	2	5	3	67	67	128	63	40	52	7	3355652676	46209728	1390544896	5	0	393	0	0	0
1	394	394	0	1	1	394	64	66	68	50	81	76	10	10	45	2	512	0	0	0	31	20	50	2	5	3	67	67	128	142	80	230	8	3355652676	46209728	3538028545	7	0	393	0	0	0
1	395	395	0	1	1	395	84	86	88	60	111	101	10	8	45	3	768	0	0	0	31	20	50	2	5	3	67	67	128	265	170	845	9	3389223508	46226112	3605433481	15	4	393	0	0	0
1	396	396	0	1	5	396	40	55	30	60	30	30	0	2	255	1	64	0	0	0	127	15	50	4	4	3	51	51	120	49	30	20	10	2147681792	33847936	599916544	1	0	396	0	0	0
1	397	397	0	1	5	397	55	75	50	80	40	40	0	2	120	2	128	0	0	0	127	15	50	4	4	3	22	22	120	119	60	155	11	2147681792	33847936	599916544	1	0	396	0	0	0
1	398	398	0	1	5	398	85	120	70	100	50	60	0	2	45	3	12	0	0	0	127	15	50	4	4	3	22	22	120	243	120	249	12	2147698176	33847936	599916552	1	0	396	0	0	0
1	399	399	0	1	5	399	59	45	40	31	35	40	0	0	255	1	1	0	0	0	127	15	50	2	5	0	86	109	141	50	50	200	13	2848144896	50346498	316804352	2	0	399	0	0	0
1	400	400	0	1	5	400	79	85	60	71	55	60	0	10	127	2	8	0	0	0	127	15	50	2	5	0	86	109	141	144	100	315	14	2848161285	58800642	3538291976	14	0	399	0	0	0
1	401	401	0	1	0	401	37	25	41	25	25	41	6	6	255	1	16	0	277	0	127	15	50	3	3	3	61	61	50	39	30	22	15	0	0	0	0	0	401	0	0	0
1	402	402	0	1	0	402	77	85	51	65	55	51	6	6	45	2	8	0	277	0	127	15	50	3	3	3	68	68	101	134	100	255	16	3221441536	572529280	2453865512	2	0	401	0	0	0
1	403	403	0	1	1	403	45	65	34	45	40	34	12	12	235	1	4	0	0	0	127	20	50	5	5	3	79	22	62	53	50	95	17	2177073168	50347522	2185371936	0	0	403	0	0	0
1	404	404	0	1	1	404	60	85	49	60	60	49	12	12	120	2	8	0	0	0	127	20	100	5	5	3	79	22	62	127	90	305	18	2177073168	50347522	2185371936	0	0	403	0	0	0
1	405	405	0	1	1	405	80	120	79	70	95	79	12	12	45	3	12	0	0	0	127	20	50	5	5	3	79	22	62	262	140	420	19	2177089552	50347522	2185371944	0	0	403	0	0	0
1	406	406	0	1	3	406	40	30	35	55	50	70	11	3	255	1	256	0	245	0	127	20	50	15	15	3	30	38	102	56	20	12	25	2687960320	34609672	308417568	0	0	406	0	0	0
1	407	407	0	1	3	407	60	70	65	90	125	105	11	3	75	3	768	0	245	0	127	20	50	6	7	3	30	38	101	258	90	145	27	2687976736	34609672	308941864	0	0	315	0	0	0
1	408	408	0	1	1	408	67	125	40	58	30	30	5	5	45	1	4	0	0	0	31	30	50	1	1	1	104	104	125	70	90	315	36	2344825872	109066870	2185661522	10	0	408	0	0	0
1	409	409	0	1	1	409	97	165	60	58	65	50	5	5	45	2	8	0	0	0	31	30	50	1	1	1	104	104	125	173	160	1025	37	3418584081	109591158	3527838938	10	0	408	0	0	0
1	410	410	0	1	7	410	30	42	118	30	42	88	5	8	45	1	16	0	0	0	31	30	50	1	1	1	5	5	43	70	50	570	38	2344827920	33561462	2252769360	2	0	410	0	0	0
1	411	411	0	1	7	411	60	52	168	30	47	138	5	8	45	2	32	0	0	0	31	30	50	1	1	1	5	5	43	173	130	1495	39	2344844304	33561462	2252769496	2	0	410	0	0	0
1	412	412	527	3	3	412	40	29	45	36	29	45	6	6	120	1	1024	0	0	0	127	15	50	3	3	0	61	61	142	45	20	34	45	65536	0	0	0	0	412	0	0	0
1	413	413	529	3	3	413	60	59	85	36	79	105	6	11	45	2	2048	0	222	0	254	15	50	3	3	0	107	107	142	148	50	65	46	3090105600	571521536	41029672	0	0	412	0	0	0
1	414	414	531	3	2	414	70	94	50	66	94	50	6	2	45	2	260	0	222	0	0	15	50	3	3	0	68	68	110	148	90	233	47	2955887616	571783808	55709736	1	0	412	0	0	0
1	415	415	0	1	2	415	30	30	42	70	30	42	6	2	120	1	64	0	94	0	31	15	50	3	3	3	118	118	55	49	30	55	53	0	536870912	0	0	0	415	0	0	0
1	416	416	0	1	2	416	70	80	102	40	80	102	6	2	45	2	1040	0	245	0	254	15	50	3	3	3	46	46	127	166	120	385	54	2147697696	579091080	323158056	1	0	415	0	0	0
1	417	417	0	1	8	417	60	45	70	95	45	90	12	12	200	2	64	0	0	0	127	10	100	5	6	0	50	53	10	142	40	39	55	2311290880	58727938	325189920	0	0	417	0	0	0
1	418	418	0	1	5	418	55	65	35	85	60	30	10	10	190	1	64	0	0	0	127	20	50	2	5	0	33	33	41	66	70	295	56	3359846597	37820992	3259105280	6	0	418	0	0	0
1	419	419	0	1	5	419	85	105	55	115	85	50	10	10	75	2	128	0	0	0	127	20	50	2	5	0	33	33	41	173	110	335	57	3359865045	38345536	3259105290	6	0	418	0	0	0
1	420	420	0	1	9	420	45	35	45	35	62	53	11	11	190	1	256	0	239	0	127	20	50	6	7	0	34	34	34	55	40	33	58	2151482624	34609664	39978016	0	0	420	0	0	0
1	421	421	533	2	6	421	70	60	70	85	87	78	11	11	75	2	512	0	239	0	127	20	50	6	7	0	122	122	122	158	50	93	59	2151499008	34609664	39978024	0	0	420	0	0	0
1	422	422	534	2	6	422	76	48	48	34	57	62	10	10	190	1	1	0	0	0	127	20	50	2	11	0	60	114	159	65	30	63	60	2147692612	37820928	1111621632	0	0	422	0	0	0
1	423	423	535	2	6	423	111	83	68	39	92	82	10	4	75	2	2	0	0	0	127	20	50	2	11	0	60	114	159	166	90	299	61	2315481156	37821016	3259400296	6	0	422	0	0	0
1	424	424	0	1	6	424	75	100	66	115	60	66	0	0	45	2	128	0	0	0	127	20	100	5	5	4	101	53	92	169	120	203	64	3991096837	1115699842	2473722123	2	0	190	0	0	0
1	425	425	0	1	6	425	90	50	34	70	60	44	7	2	125	1	1	0	0	0	127	30	50	11	11	2	106	84	138	70	40	12	65	2978153480	2466298370	307368742	1	0	425	0	0	0
1	426	426	0	1	6	426	150	80	44	80	90	54	7	2	60	2	2	0	0	0	127	30	50	11	11	2	106	84	138	174	120	150	66	2978169864	2466298370	844239662	1	0	425	0	0	0
1	427	427	0	1	5	427	55	66	44	85	44	56	0	0	190	1	64	0	0	0	127	20	0	5	8	0	50	103	7	70	40	55	67	2900563461	192944642	308412674	2	0	427	0	0	0
1	428	428	0	1	5	428	65	76	84	105	54	96	0	0	60	2	128	0	0	0	127	20	140	5	8	0	56	103	7	168	120	333	68	2917365253	193468930	2472673546	2	0	427	0	0	0
1	429	429	0	1	6	429	60	60	60	105	105	105	7	7	45	2	1280	0	0	0	127	25	35	11	11	4	26	26	26	173	90	44	73	2979220488	1393605506	173166890	0	0	200	0	0	0
1	430	430	0	1	4	430	100	125	52	71	105	52	16	2	30	2	8	0	0	0	127	20	35	4	4	3	15	105	153	177	90	273	75	2953006088	1107590016	584216842	1	0	198	0	0	0
1	431	431	0	1	7	431	49	55	42	85	42	37	0	0	190	1	64	0	0	0	191	20	50	5	5	4	7	20	51	62	50	39	76	2848132612	33569666	324145187	0	0	431	0	0	0
1	432	432	0	1	7	432	71	82	64	112	64	59	0	0	75	2	128	0	0	0	191	20	50	5	5	4	47	20	128	158	100	438	77	2848149012	33569666	324407339	0	0	431	0	0	0
1	433	433	0	1	2	433	45	30	50	45	65	50	13	13	120	1	256	0	224	0	127	25	50	15	15	4	26	26	26	57	20	6	82	2954595336	50371331	175247652	0	0	433	0	0	0
1	434	434	0	1	6	434	63	63	47	74	41	41	3	16	225	1	64	0	0	0	127	20	50	5	5	0	1	106	51	66	40	192	84	2822966320	3254795052	306339843	3	0	434	0	0	0
1	435	435	0	1	6	435	103	93	67	84	71	61	3	16	60	2	2	0	0	0	127	20	50	5	5	0	1	106	51	168	100	380	85	2822982704	3254795052	2454347787	3	0	434	0	0	0
