wazaNo	isValid	type	category	damageType	power	hitPer	basePP	priority	hitCountMax	hitCountMin	sickID	sickPer	sickCont	sickTurnMin	sickTurnMax	criticalRank	shrinkPer	aiSeqNo	damageRecoverRatio	hpRecoverRatio	target	rankEffType1	rankEffType2	rankEffType3	rankEffValue1	rankEffValue2	rankEffValue3	rankEffPer1	rankEffPer2	rankEffPer3	flags	contestWazaNo
407	1	15	0	1	100	75	10	0	0	0	0	0	0	0	0	0	20	31	0	0	0	0	0	0	0	0	0	0	0	0	131145	43
408	1	5	0	2	80	100	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131144	40
409	1	1	8	1	75	100	10	0	0	0	0	0	0	0	0	0	0	3	50	0	0	0	0	0	0	0	0	0	0	0	135369	38
410	1	1	0	2	40	100	30	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	131144	35
411	1	1	6	2	120	70	5	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	-1	0	0	10	0	0	131144	46
412	1	11	6	2	90	100	10	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	-1	0	0	10	0	0	131144	41
413	1	2	0	1	120	100	15	0	0	0	0	0	0	0	0	0	0	198	-33	0	0	0	0	0	0	0	0	0	0	0	133193	43
414	1	4	6	2	90	100	10	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	-1	0	0	10	0	0	147528	41
415	1	16	13	0	0	100	10	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	32840	0
416	1	0	0	1	150	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	131149	44
417	1	16	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	53	0	0	7	3	0	0	2	0	0	0	0	0	131104	9
418	1	8	0	1	40	100	30	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	131273	32
419	1	14	0	1	60	100	10	-4	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	131145	37
420	1	14	0	1	40	100	30	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	131144	32
421	1	7	0	1	70	100	15	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	131145	38
422	1	12	4	1	65	95	15	0	0	0	1	10	1	0	0	0	10	275	0	0	0	0	0	0	0	0	0	0	0	0	131145	38
423	1	14	4	1	65	95	15	0	0	0	3	10	1	0	0	0	10	274	0	0	0	0	0	0	0	0	0	0	0	0	131145	38
424	1	9	4	1	65	95	15	0	0	0	4	10	1	0	0	0	10	273	0	0	0	0	0	0	0	0	0	0	0	0	131145	38
425	1	7	0	1	40	100	30	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	131145	32
426	0	4	6	2	65	85	10	0	0	0	0	0	0	0	0	0	0	73	0	0	0	6	0	0	-1	0	0	30	0	0	131144	0
427	1	13	0	1	70	100	20	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	131144	37
428	1	13	0	1	80	90	15	0	0	0	0	0	0	0	0	0	20	31	0	0	0	0	0	0	0	0	0	0	0	0	131145	38
429	0	8	6	2	65	85	10	0	0	0	0	0	0	0	0	0	0	73	0	0	0	6	0	0	-1	0	0	30	0	0	131144	0
430	1	8	6	2	80	100	10	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	-1	0	0	10	0	0	131144	41
431	1	0	4	1	90	85	20	0	0	0	6	20	2	2	5	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	131145	43
432	1	2	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	139352	5
433	1	13	10	0	0	101	5	-7	0	0	0	0	0	0	0	0	0	259	0	0	10	0	0	0	0	0	0	0	0	0	131136	23
434	1	15	7	2	130	90	5	0	0	0	0	0	0	0	0	0	0	204	0	0	0	3	0	0	-2	0	0	100	0	0	131144	46
435	1	12	4	2	80	100	15	0	0	0	1	30	1	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	131144	41
436	1	9	4	2	80	100	15	0	0	0	4	30	1	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	131144	41
437	1	11	7	2	130	90	5	0	0	0	0	0	0	0	0	0	0	204	0	0	0	3	0	0	-2	0	0	100	0	0	131144	46
438	1	11	0	1	120	85	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131145	43
439	1	5	0	1	150	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	131148	44
440	1	3	4	1	70	100	20	0	0	0	5	10	1	0	0	1	0	209	0	0	0	0	0	0	0	0	0	0	0	0	131145	38
441	1	3	4	1	120	80	5	0	0	0	5	30	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	131144	43
442	1	8	0	1	80	100	15	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	131145	38
443	0	8	0	1	60	101	20	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
444	1	5	0	1	100	80	5	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	131144	43
445	0	0	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	265	0	0	5	3	0	0	-2	0	0	0	0	0	131160	0
446	1	5	11	0	0	101	20	0	0	0	0	0	0	0	0	0	0	266	0	0	11	0	0	0	0	0	0	0	0	0	131088	14
447	1	11	0	2	1	100	20	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	147529	48
448	1	2	4	2	65	100	20	0	0	0	6	100	2	2	5	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	10568	41
449	1	0	0	2	100	100	10	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	131144	47
450	1	6	0	1	60	100	20	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	131145	37
451	1	12	7	2	50	90	10	0	0	0	0	0	0	0	0	0	0	276	0	0	0	3	0	0	1	0	0	70	0	0	131144	35
452	1	11	0	1	120	100	15	0	0	0	0	0	0	0	0	0	0	198	-33	0	0	0	0	0	0	0	0	0	0	0	131145	43
453	1	10	0	1	40	100	20	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	131145	32
454	1	6	0	1	90	100	15	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	131144	42
455	1	6	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	206	0	0	7	2	4	0	1	1	0	0	0	0	131104	11
456	0	6	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	32	0	50	7	0	0	0	0	0	0	0	0	0	135200	0
457	1	5	0	1	150	80	5	0	0	0	0	0	0	0	0	0	0	269	-50	0	0	0	0	0	0	0	0	0	0	0	131145	44
458	1	0	0	1	35	90	10	0	2	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	131145	24
459	1	15	0	2	150	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	131148	47
460	1	15	0	2	100	95	5	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	131144	47
461	1	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	270	0	0	7	0	0	0	0	0	0	0	0	0	200736	11
462	1	0	0	1	1	100	5	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	131145	44
463	1	9	4	2	100	75	5	0	0	0	8	100	4	5	6	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	131144	29
464	1	16	1	0	0	50	10	0	0	0	2	0	2	2	4	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	131160	20
465	1	11	6	2	120	85	5	0	0	0	0	0	0	0	0	0	0	271	0	0	0	4	0	0	-2	0	0	40	0	0	131144	47
466	0	7	7	2	60	100	5	0	0	0	0	10	0	0	0	0	0	140	0	0	0	8	0	0	1	0	0	10	0	0	131144	0
467	1	7	0	1	120	100	5	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	131139	29
468	1	16	2	0	0	101	15	0	0	0	0	0	0	0	0	0	0	277	0	0	7	1	6	0	1	1	0	0	0	0	131104	8
469	1	5	11	0	0	101	10	3	0	0	0	0	0	0	0	0	0	278	0	0	12	0	0	0	0	0	0	0	0	0	32	17
470	1	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	163848	0
471	1	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	163848	0
472	1	13	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	281	0	0	10	0	0	0	0	0	0	0	0	0	131136	23
473	1	13	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	131144	40
474	1	3	0	2	65	100	10	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	131144	39
475	1	8	2	0	0	101	15	0	0	0	0	0	0	0	0	0	0	284	0	0	7	5	0	0	2	0	0	0	0	0	131104	7
476	1	6	13	0	0	101	20	2	0	0	0	0	0	0	0	0	0	172	0	0	7	0	0	0	0	0	0	0	0	0	0	1
477	0	13	1	0	0	101	15	0	0	0	65535	0	2	3	3	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	164440	0
478	1	13	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	286	0	0	10	0	0	0	0	0	0	0	0	0	131136	23
479	1	5	0	1	50	100	15	0	0	0	65535	100	1	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	147528	37
480	1	1	0	1	60	100	10	0	0	0	0	0	0	0	0	6	0	288	0	0	0	0	0	0	0	0	0	0	0	0	131145	37
481	0	9	0	2	70	100	15	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
482	1	3	4	2	95	100	10	0	0	0	5	10	1	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	131144	41
483	1	6	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	290	0	0	7	3	4	5	1	1	1	0	0	0	196640	10
484	1	8	0	1	1	100	10	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	147529	48
485	0	13	0	2	120	100	10	0	0	0	0	0	0	0	0	0	0	292	0	0	4	0	0	0	0	0	0	0	0	0	131144	0
486	1	12	0	2	1	100	10	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	131144	48
487	1	10	13	0	0	100	20	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	163928	1
488	1	9	7	1	50	100	20	0	0	0	0	0	0	0	0	0	0	295	0	0	0	5	0	0	1	0	0	100	0	0	131145	37
489	1	3	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	322	0	0	7	1	2	6	1	1	1	0	0	0	131104	10
490	1	1	6	1	65	100	20	0	0	0	0	0	0	0	0	0	0	20	0	0	0	5	0	0	-1	0	0	100	0	0	131145	38
491	1	3	6	2	40	100	20	0	0	0	0	0	0	0	0	0	0	296	0	0	0	4	0	0	-2	0	0	100	0	0	131144	34
492	1	16	0	1	95	100	15	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	131145	42
493	1	0	13	0	0	100	15	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	163928	1
494	1	0	13	0	0	100	15	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	163928	1
495	1	0	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	40960	18
496	1	0	0	2	60	100	15	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	139592	39
497	1	0	0	2	40	100	15	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	139592	2
498	0	0	0	1	70	100	20	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
499	1	3	0	2	50	101	15	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	131144	34
500	1	13	0	2	20	100	10	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	131144	33
501	1	1	11	0	0	101	15	3	0	0	0	0	0	0	0	0	0	306	0	0	12	0	0	0	0	0	0	0	0	0	32	17
502	1	13	13	0	0	101	15	2	0	0	0	0	0	0	0	0	0	307	0	0	7	0	0	0	0	0	0	0	0	0	131072	0
503	1	10	4	2	80	100	15	0	0	0	4	30	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	132168	41
504	1	0	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	308	0	0	7	0	0	0	0	0	0	0	0	0	131104	9
505	1	13	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	309	0	50	0	0	0	0	0	0	0	0	0	0	170008	16
506	1	7	0	2	65	100	10	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	131144	39
507	0	2	0	1	60	100	10	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	133707	0
508	0	8	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	312	0	0	7	5	1	0	2	1	0	0	0	0	131104	0
509	1	1	0	1	60	90	10	-6	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	131145	37
510	1	9	0	2	60	100	15	0	0	0	0	0	0	0	0	0	0	314	0	0	5	0	0	0	0	0	0	0	0	0	131144	40
511	1	16	13	0	0	100	15	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	72	18
512	1	2	0	1	55	100	15	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	133193	27
513	1	0	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	172040	1
514	1	0	0	1	70	100	5	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	131145	38
515	1	1	0	2	1	100	5	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	131080	48
516	0	0	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	41024	0
517	1	9	4	2	100	50	5	0	0	0	4	100	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	131144	46
518	0	10	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	147528	0
519	0	9	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	147528	0
520	0	11	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	147528	0
521	1	12	0	2	70	100	20	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	131144	41
522	1	6	6	2	50	100	20	0	0	0	0	0	0	0	0	0	0	71	0	0	5	3	0	0	-1	0	0	100	0	0	131144	34
523	1	4	6	1	60	100	20	0	0	0	0	0	0	0	0	0	0	70	0	0	4	5	0	0	-1	0	0	100	0	0	147528	38
524	1	14	0	2	60	90	10	0	0	0	0	100	0	0	0	6	0	288	0	0	0	0	0	0	0	0	0	0	0	0	131144	40
525	1	15	0	1	60	90	10	-6	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	131145	37
526	1	0	2	0	0	101	30	0	0	0	0	0	0	0	0	0	0	327	0	0	7	1	3	0	1	1	0	0	0	0	131104	9
527	0	12	6	2	55	95	15	0	0	0	0	0	0	0	0	0	0	20	0	0	5	5	0	0	-1	0	0	100	0	0	131144	0
528	1	12	0	1	90	100	15	0	0	0	0	0	0	0	0	0	0	48	-25	0	0	0	0	0	0	0	0	0	0	0	131145	42
529	1	4	0	1	80	95	10	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	131145	37
530	1	15	0	1	40	90	15	0	2	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	131145	24
531	0	13	0	1	60	100	25	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
532	0	11	8	1	75	100	10	0	0	0	0	0	0	0	0	0	0	3	50	0	0	0	0	0	0	0	0	0	0	0	135241	0
533	0	1	0	1	90	100	15	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
534	1	10	6	1	75	95	10	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	-1	0	0	50	0	0	131145	38
535	0	9	0	1	1	100	10	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	147529	0
536	1	11	6	2	65	90	10	0	0	0	0	0	0	0	0	0	0	73	0	0	0	6	0	0	-1	0	0	50	0	0	131144	40
537	0	6	0	1	65	100	20	0	0	0	0	0	0	0	0	0	30	150	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
538	1	11	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	328	0	0	7	2	0	0	3	0	0	0	0	0	131104	10
539	0	16	6	2	85	95	10	0	0	0	0	0	0	0	0	0	0	73	0	0	0	6	0	0	-1	0	0	40	0	0	131144	0
540	1	13	0	2	100	100	10	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	131144	47
541	0	0	0	1	25	85	10	0	5	2	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
542	1	2	4	2	110	70	10	0	0	0	6	30	2	2	5	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	133192	46
543	0	0	0	1	120	100	15	0	0	0	0	0	0	0	0	0	0	48	-25	0	0	0	0	0	0	0	0	0	0	0	131145	0
544	0	8	0	1	50	85	15	0	2	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
545	0	9	4	2	100	100	5	0	0	0	4	30	1	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	131144	0
546	0	0	0	2	120	100	5	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	72	0
547	0	0	4	2	75	100	10	0	0	0	2	10	2	2	4	0	0	329	0	0	5	0	0	0	0	0	0	0	0	0	8520	0
548	0	1	0	2	85	100	10	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	72	0
549	0	14	6	2	65	95	10	0	0	0	0	0	0	0	0	0	0	330	0	0	5	5	0	0	-1	0	0	100	0	0	131144	0
550	0	12	4	1	130	85	5	0	0	0	1	20	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
551	0	9	4	2	130	85	5	0	0	0	4	20	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
552	0	9	7	2	80	100	10	0	0	0	0	0	0	0	0	0	0	276	0	0	0	3	0	0	1	0	0	50	0	0	196680	0
553	0	14	4	1	140	90	5	0	0	0	1	30	1	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	74	0
554	0	14	4	2	140	90	5	0	0	0	4	30	1	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	74	0
555	1	16	6	2	55	95	15	0	0	0	0	0	0	0	0	0	0	71	0	0	5	3	0	0	-1	0	0	100	0	0	8520	41
556	1	14	0	1	85	90	10	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	131144	43
557	0	9	7	1	180	95	5	0	0	0	0	0	0	0	0	0	0	334	0	0	0	5	2	4	-1	-1	-1	100	100	100	73	0
558	0	9	0	2	100	100	5	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	132168	0
559	0	12	0	1	100	100	5	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
560	0	1	0	1	100	95	10	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	150089	0
561	0	1	11	0	0	101	10	0	0	0	0	0	0	0	0	0	0	376	0	0	12	0	0	0	0	0	0	0	0	0	16416	0
562	1	3	0	2	120	90	10	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	8	46
563	0	4	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	339	0	0	8	1	3	0	1	1	0	100	100	0	149504	0
564	1	6	11	0	0	101	20	0	0	0	0	0	0	0	0	0	0	340	0	0	11	0	0	0	0	0	0	0	0	0	131088	14
565	1	6	0	1	50	100	25	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	131145	37
566	1	7	0	1	90	100	10	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	131139	26
567	0	7	13	0	0	100	20	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	163928	0
568	1	0	2	0	0	100	30	0	0	0	0	0	0	0	0	0	0	343	0	0	0	1	3	0	-1	-1	0	100	100	0	139608	8
569	0	12	10	0	0	101	25	1	0	0	0	0	0	0	0	0	0	344	0	0	10	0	0	0	0	0	0	0	0	0	131072	0
570	0	12	8	2	65	100	20	0	0	0	0	0	0	0	0	0	0	345	50	0	4	0	0	0	0	0	0	0	0	0	135240	0
571	0	11	13	0	0	100	20	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	163928	0
572	1	11	0	1	90	100	15	0	0	0	0	0	0	0	0	0	0	378	0	0	4	0	0	0	0	0	0	0	0	0	131144	42
573	1	14	4	2	70	100	20	0	0	0	3	10	1	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	131144	41
574	1	17	0	2	40	101	15	0	0	0	0	0	0	0	0	0	0	380	0	0	5	0	0	0	0	0	0	0	0	0	139592	33
575	1	16	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	346	0	0	0	1	3	0	-1	-1	0	100	100	0	139608	4
576	0	16	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	163928	0
577	1	17	8	2	50	100	10	0	0	0	0	0	0	0	0	0	0	348	75	0	0	0	0	0	0	0	0	0	0	0	135241	34
578	0	17	11	0	0	101	10	3	0	0	0	0	0	0	0	0	0	349	0	0	12	0	0	0	0	0	0	0	0	0	0	0
579	1	17	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	350	0	0	8	2	0	0	1	0	0	100	0	0	133120	9
580	1	11	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	351	0	0	10	0	0	0	0	0	0	0	0	0	147456	23
581	1	17	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	352	0	0	10	0	0	0	0	0	0	0	0	0	147456	23
582	0	12	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	163912	0
583	1	17	6	1	90	90	10	0	0	0	0	0	0	0	0	0	0	68	0	0	0	1	0	0	-1	0	0	10	0	0	131145	43
584	1	17	0	2	40	100	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131144	33
585	1	17	6	2	95	100	15	0	0	0	0	0	0	0	0	0	0	71	0	0	0	3	0	0	-1	0	0	30	0	0	131144	41
586	1	0	0	2	140	100	10	0	0	0	0	0	0	0	0	0	0	378	0	0	4	0	0	0	0	0	0	0	0	0	139592	46
587	0	17	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	354	0	0	10	0	0	0	0	0	0	0	0	0	139328	0
588	0	8	13	0	0	101	10	4	0	0	0	0	0	0	0	0	0	355	0	0	7	0	0	0	0	0	0	0	0	0	0	0
589	1	0	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	356	0	0	0	1	0	0	-1	0	0	100	0	0	139344	4
590	1	0	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	357	0	0	0	3	0	0	-1	0	0	100	0	0	139600	4
591	0	5	7	1	100	95	5	0	0	0	0	0	0	0	0	0	0	358	0	0	5	2	0	0	2	0	0	50	0	0	72	0
592	0	10	4	2	110	95	5	0	0	0	4	30	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1096	0
593	0	13	0	2	80	101	5	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	8256	0
594	0	10	0	2	15	100	20	1	5	2	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
595	1	9	6	2	75	100	10	0	0	0	0	0	0	0	0	0	0	71	0	0	0	3	0	0	-1	0	0	100	0	0	131144	41
596	1	11	13	0	0	101	10	4	0	0	0	0	0	0	0	0	0	361	0	0	7	0	0	0	0	0	0	0	0	0	0	17
597	1	17	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	362	0	0	2	4	0	0	1	0	0	0	0	0	139264	6
598	1	12	2	0	0	100	15	0	0	0	0	0	0	0	0	0	0	61	0	0	0	3	0	0	-2	0	0	0	0	0	131160	5
599	1	3	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	363	0	0	5	1	3	5	-1	-1	-1	100	100	100	131160	5
600	0	6	13	0	0	100	20	1	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	139352	0
601	0	17	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	365	0	0	7	3	4	5	2	2	2	0	0	0	147458	0
602	1	12	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	366	0	0	6	2	4	0	1	1	0	0	0	0	141344	5
603	0	0	13	0	0	101	30	0	0	0	0	0	0	0	0	0	0	367	0	0	12	0	0	0	0	0	0	0	0	0	131072	0
604	1	12	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	368	0	0	10	0	0	0	0	0	0	0	0	0	147456	23
605	1	17	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	131144	41
606	0	0	13	0	0	101	40	0	0	0	0	0	0	0	0	0	0	369	0	0	7	0	0	0	0	0	0	0	0	0	0	0
607	0	0	13	0	0	101	40	0	0	0	0	0	0	0	0	0	0	370	0	0	2	0	0	0	0	0	0	0	0	0	8192	0
608	1	17	2	0	0	100	30	1	0	0	0	0	0	0	0	0	0	364	0	0	0	1	0	0	-1	0	0	0	0	0	163928	4
609	1	12	4	1	20	100	20	0	0	0	1	100	1	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	131145	32
610	0	0	0	1	40	100	40	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
611	1	6	4	2	20	100	20	0	0	0	8	100	4	5	6	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	131145	21
